method_name,successfully_fuzzed,#_failures,failure_id,parent_result,parent_exception,failure_result,failure_exception,reproducibility
org.apache.hadoop.fs.TestFileUtil#testWriteStringNoCharSetFileSystem,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemWithAuthorityLocalFileSystem#testInternalCreate1,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractAppend#testAppendNonexistentFile,False,0,null,null,null,null,null,null
org.apache.hadoop.security.ssl.TestSSLFactory#testServerKeyPasswordDefaultsToPassword,False,0,null,null,null,null,null,null
org.apache.hadoop.http.TestHttpServer#testHttpResonseContainsDeny,True,5,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.http.TestHttpServer#testHttpResonseContainsDeny,True,5,000002,True,no_exception,True,no_exception,False
org.apache.hadoop.http.TestHttpServer#testHttpResonseContainsDeny,True,5,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.http.TestHttpServer#testHttpResonseContainsDeny,True,5,000003,True,no_exception,True,no_exception,False
org.apache.hadoop.http.TestHttpServer#testHttpResonseContainsDeny,True,5,000004,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testRenameFileToDestinationWithParentFile,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestChRootedFs#testRenameAcrossFs,True,2,000000,True,no_exception,False,(java.io.IOException),True
org.apache.hadoop.fs.viewfs.TestChRootedFs#testRenameAcrossFs,True,2,000001,True,no_exception,False,(java.io.IOException),True
org.apache.hadoop.fs.TestSymlinkLocalFSFileSystem#testCreateLinkUsingRelPaths,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractOpen#testOpenFileUnknownOption,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFileSystemCaching#testUserFS,True,2,000000,True,no_exception,False,(java.lang.IllegalStateException),True
org.apache.hadoop.fs.TestFileSystemCaching#testUserFS,True,2,000001,True,no_exception,False,(java.lang.IllegalStateException),True
org.apache.hadoop.security.TestHttpCrossOriginFilterInitializer#testGetFilterParameters,False,0,null,null,null,null,null,null
org.apache.hadoop.ha.TestZKFailoverController#testGracefulFailoverFailBecomingStandby,True,3,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.ha.TestZKFailoverController#testGracefulFailoverFailBecomingStandby,True,3,000002,False,(java.io.IOException),False,no_exception,True
org.apache.hadoop.ha.TestZKFailoverController#testGracefulFailoverFailBecomingStandby,True,3,000001,False,(org.junit.runners.model.TestTimedOutException),False,no_exception,True
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractGetFileStatus#testListFilesFileRecursive,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFSMainOperationsLocalFileSystem#testGlobStatusSomeMatchesInDirectories,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestChecksumFileSystem#testRenameFileIntoDirFile,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestSymlinkLocalFSFileSystem#testCreateDirViaSymlink,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestSymlinkLocalFSFileContext#testRenameFileToDestViaSymlink,False,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileStreams#testFailureKeyTooLong,True,1,000000,True,no_exception,False,(org.junit.internal.runners.model.MultipleFailureException),True
org.apache.hadoop.fs.TestFsShell#testConfWithInvalidFile,False,0,null,null,null,null,null,null
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testClientRetriesSucceedsSecondTime,True,1,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractSeek#testReadAtExactEOF,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestIPC#testRTEOnClientWriteParam,True,4,000000,True,no_exception,False,(org.apache.hadoop.ipc.RemoteException),True
org.apache.hadoop.ipc.TestIPC#testRTEOnClientWriteParam,True,4,000002,True,no_exception,False,(org.apache.hadoop.ipc.RemoteException),True
org.apache.hadoop.ipc.TestIPC#testRTEOnClientWriteParam,True,4,000001,True,no_exception,False,(java.lang.AssertionError),True
org.apache.hadoop.ipc.TestIPC#testRTEOnClientWriteParam,True,4,000003,True,no_exception,False,(java.lang.AssertionError),True
org.apache.hadoop.fs.viewfs.TestViewFileSystemWithAuthorityLocalFileSystem#testInternalDeleteExisting2,False,0,null,null,null,null,null,null
org.apache.hadoop.io.TestMapFile#testPathExplosionWriterCreation,True,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsByteArrays#testOneDataEntry,False,0,null,null,null,null,null,null
org.apache.hadoop.http.TestHttpServerLifecycle#testStoppingTwiceServerIsAllowed,True,2,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.http.TestHttpServerLifecycle#testStoppingTwiceServerIsAllowed,True,2,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.conf.TestConfServlet#testWriteJson,True,0,null,null,null,null,null,null
org.apache.hadoop.security.ssl.TestSSLFactory#testServerCredProviderPasswords,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestChRootedFs#testWorkingDirectory,True,3,000000,False,(java.io.IOException),False,no_exception,True
org.apache.hadoop.fs.viewfs.TestChRootedFs#testWorkingDirectory,True,3,000002,True,no_exception,False,(java.io.FileNotFoundException),True
org.apache.hadoop.fs.viewfs.TestChRootedFs#testWorkingDirectory,True,3,000001,True,no_exception,False,(java.io.IOException),True
org.apache.hadoop.http.TestHttpServer#testHttpResponseCustomHeaders,True,5,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.http.TestHttpServer#testHttpResponseCustomHeaders,True,5,000002,True,no_exception,True,no_exception,False
org.apache.hadoop.http.TestHttpServer#testHttpResponseCustomHeaders,True,5,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.http.TestHttpServer#testHttpResponseCustomHeaders,True,5,000003,True,no_exception,True,no_exception,False
org.apache.hadoop.http.TestHttpServer#testHttpResponseCustomHeaders,True,5,000004,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.shell.TestCopyToLocal#testCopyWithThreadsAndQueueSizeWrong,True,2,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.shell.TestCopyToLocal#testCopyWithThreadsAndQueueSizeWrong,True,2,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.TestRawLocalFileSystemContract#testWriteReadAndDeleteOneBlock,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFsLocalFs#testGetDelegationTokens,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testWriteReadAndDeleteEmptyFile,False,0,null,null,null,null,null,null
org.apache.hadoop.security.authorize.TestAccessControlList#testAddRemoveToWildCardACL,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestSymlinkLocalFSFileContext#testCreateLinkUsingAbsPaths,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFSMainOperationsLocalFileSystem#testInputStreamClosedTwice,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testCreateFlagAppendExistingFile,False,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileStreams#testTwoEntriesKnownLength,True,2,000000,False,(org.junit.internal.runners.model.MultipleFailureException),False,no_exception,True
org.apache.hadoop.io.file.tfile.TestTFileStreams#testTwoEntriesKnownLength,True,2,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.TestFilterFileSystem#testInitFilterLocalFsSetsEmbedConf,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestChRootedFs#testMkdirDelete,True,4,000000,False,(java.io.IOException),False,no_exception,True
org.apache.hadoop.fs.viewfs.TestChRootedFs#testMkdirDelete,True,4,000002,True,no_exception,False,(java.io.IOException),True
org.apache.hadoop.fs.viewfs.TestChRootedFs#testMkdirDelete,True,4,000001,True,no_exception,False,(java.io.IOException),True
org.apache.hadoop.fs.viewfs.TestChRootedFs#testMkdirDelete,True,4,000003,True,no_exception,False,(java.io.IOException),True
org.apache.hadoop.fs.viewfs.TestChRootedFileSystem#testGetStoragePolicy,True,2,000000,False,(org.mockito.exceptions.verification.TooManyActualInvocations),False,no_exception,True
org.apache.hadoop.fs.viewfs.TestChRootedFileSystem#testGetStoragePolicy,True,2,000001,False,(org.mockito.exceptions.verification.TooManyActualInvocations),False,no_exception,True
org.apache.hadoop.crypto.key.TestKeyProviderFactory#testUserProvider,True,2,000000,False,(java.io.IOException),False,no_exception,True
org.apache.hadoop.crypto.key.TestKeyProviderFactory#testUserProvider,True,2,000001,False,(java.io.IOException),False,no_exception,True
org.apache.hadoop.fs.TestSymlinkLocalFSFileContext#testRenameDirToSymlinkToDir,False,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileByteArrays#testFailureOpenRandomFile,True,2,000000,False,(org.junit.internal.runners.model.MultipleFailureException),False,no_exception,True
org.apache.hadoop.io.file.tfile.TestTFileByteArrays#testFailureOpenRandomFile,True,2,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.viewfs.TestViewFSOverloadSchemeCentralMountTableConfig#testLocalFsLinkSlashMergeWithOtherMountLinks,False,0,null,null,null,null,null,null
org.apache.hadoop.io.TestSecureIOUtils#testReadCorrectlyRestrictedWithSecurity,True,1,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.security.TestDoAsEffectiveUser#testRealUserGroupAuthorizationFailure,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testCreateFlagAppendCreateOverwrite,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestReuseRpcConnections#testRetryPolicyTryOnceThenFail,True,9,000006,True,no_exception,True,no_exception,False
org.apache.hadoop.ipc.TestReuseRpcConnections#testRetryPolicyTryOnceThenFail,True,9,000000,False,(org.apache.hadoop.thirdparty.protobuf.ServiceException),False,no_exception,True
org.apache.hadoop.ipc.TestReuseRpcConnections#testRetryPolicyTryOnceThenFail,True,9,000002,True,no_exception,False,(org.apache.hadoop.thirdparty.protobuf.ServiceException),True
org.apache.hadoop.ipc.TestReuseRpcConnections#testRetryPolicyTryOnceThenFail,True,9,000001,True,no_exception,False,(org.apache.hadoop.thirdparty.protobuf.ServiceException),True
org.apache.hadoop.ipc.TestReuseRpcConnections#testRetryPolicyTryOnceThenFail,True,9,000008,True,no_exception,True,no_exception,False
org.apache.hadoop.ipc.TestReuseRpcConnections#testRetryPolicyTryOnceThenFail,True,9,000007,True,no_exception,True,no_exception,False
org.apache.hadoop.ipc.TestReuseRpcConnections#testRetryPolicyTryOnceThenFail,True,9,000005,True,no_exception,True,no_exception,False
org.apache.hadoop.ipc.TestReuseRpcConnections#testRetryPolicyTryOnceThenFail,True,9,000003,True,no_exception,True,no_exception,False
org.apache.hadoop.ipc.TestReuseRpcConnections#testRetryPolicyTryOnceThenFail,True,9,000004,True,no_exception,False,(java.lang.AssertionError),True
org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds,True,1,000000,False,(java.lang.AssertionError),False,no_exception,True
org.apache.hadoop.ipc.TestDecayRpcScheduler#testDecay,True,0,null,null,null,null,null,null
org.apache.hadoop.net.TestScriptBasedMapping#testNoFilenameMeansSingleSwitch,True,0,null,null,null,null,null,null
org.apache.hadoop.security.TestUserGroupInformation#testUGIUnderNonHadoopContext,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemLocalFileSystem#testFileStatusOnMountLink,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFileSystemInitialization#testInitializationWithRegisteredStreamFactory,True,2,000000,False,(java.lang.Error),False,no_exception,True
org.apache.hadoop.fs.TestFileSystemInitialization#testInitializationWithRegisteredStreamFactory,True,2,000001,False,(java.lang.Error),False,no_exception,True
org.apache.hadoop.security.TestUserGroupInformation#testSimpleLogin,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractOpen#testFsIsEncrypted,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemLocalFileSystem#testRenameAcrossMounts1,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestIPCServerResponder#testServerResponder,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFileSystem#testRenameDirectory,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestSymlinkLocalFSFileContext#testSetTimesSymlinkToDir,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFileSystemTokens#testFsWithToken,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestSecurityUtil#testAuthPlainTextFile,True,2,000000,True,no_exception,False,(java.lang.AssertionError),True
org.apache.hadoop.security.TestSecurityUtil#testAuthPlainTextFile,True,2,000001,True,no_exception,False,(java.lang.AssertionError),True
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractMkdir#testMkdirOverParentFile,False,0,null,null,null,null,null,null
org.apache.hadoop.metrics2.source.TestJvmMetrics#testDoubleStart,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractPathHandle#testChangedAndMoved,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractSeek#testPositionedBulkReadDoesntChangePosition,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSFileContextMainOperations#testGlobStatusSomeMatchesInDirectories,False,0,null,null,null,null,null,null
org.apache.hadoop.http.TestHttpServerLifecycle#testCreatedServerIsNotAlive,True,2,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.http.TestHttpServerLifecycle#testCreatedServerIsNotAlive,True,2,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.TestSymlinkLocalFSFileContext#testRenameLinkTarget,False,0,null,null,null,null,null,null
org.apache.hadoop.util.TestShutdownHookManager#testShutdownRemove,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFsShellReturnCode#testInterrupt,True,2,000000,True,no_exception,False,(java.lang.AssertionError),True
org.apache.hadoop.fs.TestFsShellReturnCode#testInterrupt,True,2,000001,True,no_exception,False,(java.lang.AssertionError),True
org.apache.hadoop.fs.TestLocalFSFileContextMainOperations#testOutputStreamClosedTwice,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractOpen#testOpenFileReadZeroByte,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestGroupsCaching#testOnlyOneRequestWhenExpiredEntryExists,True,1,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.io.file.tfile.TestTFileStreams#testFailureCompressionNotWorking,True,2,000000,True,no_exception,False,(org.junit.internal.runners.model.MultipleFailureException),True
org.apache.hadoop.io.file.tfile.TestTFileStreams#testFailureCompressionNotWorking,True,2,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.shell.TestCopyToLocal#testCopyWithThreads,True,2,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.shell.TestCopyToLocal#testCopyWithThreads,True,2,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.security.TestSecurityUtil#testSocketAddrWithNameToStaticIP,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFileSystem#testBasicDelete,True,1,000000,False,(java.lang.AssertionError),False,no_exception,True
org.apache.hadoop.fs.shell.TestCopy#testInterruptedCopyBytes,True,2,000000,False,(org.mockito.exceptions.verification.WantedButNotInvoked),False,no_exception,True
org.apache.hadoop.fs.shell.TestCopy#testInterruptedCopyBytes,True,2,000001,False,(org.mockito.exceptions.verification.WantedButNotInvoked),False,no_exception,True
org.apache.hadoop.ipc.TestCallQueueManager#testSchedulerWithoutFCQ,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestTrash#testExistingFileTrash,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestSymlinkLocalFSFileSystem#testRenameFileWithDestParentSymlink,False,0,null,null,null,null,null,null
org.apache.hadoop.security.ssl.TestSSLFactory#testNoTrustStore,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testRenameDirectoryToItself,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testRenameFileToNonExistentDirectory,False,0,null,null,null,null,null,null
org.apache.hadoop.util.TestJsonSerialization#testFileSystemEmptyStatus,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFsShellReturnCode#testInvalidDefaultFS,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFileUtil#testWriteBytesFileSystem,True,0,null,null,null,null,null,null
org.apache.hadoop.metrics2.sink.TestRollingFileSystemSinkWithLocal#testSilentFailedWrite,True,3,000000,False,(org.apache.hadoop.metrics2.MetricsException),False,no_exception,True
org.apache.hadoop.metrics2.sink.TestRollingFileSystemSinkWithLocal#testSilentFailedWrite,True,3,000002,False,(org.apache.hadoop.metrics2.MetricsException),False,no_exception,True
org.apache.hadoop.metrics2.sink.TestRollingFileSystemSinkWithLocal#testSilentFailedWrite,True,3,000001,False,(org.apache.hadoop.metrics2.MetricsException),False,no_exception,True
org.apache.hadoop.crypto.random.TestOsSecureRandom#testRandomBytes,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFsWithAuthorityLocalFs#testInternalRenameToSlash,False,0,null,null,null,null,null,null
org.apache.hadoop.io.compress.TestCodec#testSequenceFileBZip2NativeCodec,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFsConfig#testInvalidConfig,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractStreamIOStatistics#testOutputStreamStatisticKeys,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSFileContextCreateMkdir#testCreateRecursiveWithExistingDir,False,0,null,null,null,null,null,null
org.apache.hadoop.service.launcher.TestServiceConf#testConfArgMissingFile,True,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestRPC#testAuthorization,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSFileContextMainOperations#testRenameDirectoryAsNonExistentDirectory,False,0,null,null,null,null,null,null
org.apache.hadoop.security.token.TestDtUtilShell#testGet,True,0,null,null,null,null,null,null
org.apache.hadoop.io.TestSequenceFile#testCloseForErroneousSequenceFile,True,1,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractCreate#testCreateUnderFileSubdir,False,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsByteArrays#testOneBlock,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestFairCallQueue#testTotalCapacityOfSubQueues,True,0,null,null,null,null,null,null
org.apache.hadoop.security.token.delegation.web.TestWebDelegationToken#testFallbackToPseudoDelegationTokenAuthenticator,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFsWithAuthorityLocalFs#testResolvePathMissingThroughMountPoints2,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestSymlinkLocalFSFileContext#testListStatusUsingLink,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemDelegationTokenSupport#testGetCanonicalServiceNameWithNonDefaultMountTable,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemWithAuthorityLocalFileSystem#testResolvePathMissingThroughMountPoints2,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSFileContextMainOperations#testBuilderCreateAppendNonExistingFile,False,0,null,null,null,null,null,null
org.apache.hadoop.io.TestMapFile#testWriteWithFailDirCreation,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSCopyFromLocal#testSourceIntoDestinationSubDirectoryWithDelSrc,True,0,null,null,null,null,null,null
org.apache.hadoop.io.TestBloomMapFile#testDeleteFile,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFsLocalFs#testgetFSonDanglingLink,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestChecksumFs#testRenameFileIntoDirFileWithOverwrite,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemLocalFileSystem#testInternalRename2,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestKDiag#testLoadResource,True,2,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.security.TestKDiag#testLoadResource,True,2,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testWriteReadAndDeleteOneAndAHalfBlocks,False,0,null,null,null,null,null,null
org.apache.hadoop.service.launcher.TestServiceLauncher#testServiceLaunchStringConstructor,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testGetWrappedInputStream,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalDirAllocator#testCreateManyFilesRandom,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFileSystemCaching#testCacheDualSemaphoreConstruction,True,1,000000,True,no_exception,False,(java.util.concurrent.ExecutionException),True
org.apache.hadoop.ipc.TestDecayRpcScheduler#testUsingWeightedTimeCostProviderWithZeroCostCalls,True,0,null,null,null,null,null,null
org.apache.hadoop.ha.TestZKFailoverController#testGracefulFailoverFailBecomingStandbyAndFailFence,True,1,000000,False,(java.io.IOException),False,no_exception,True
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testWriteReadAndDeleteTwoBlocks,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestUserGroupInformation#testUGIAuthMethod,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractGetFileStatus#testComplexDirActions,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractAppend#testAppendToEmptyFile,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestUserGroupInformation#testLoginObjectInSubject,True,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestServer#testEmptyConfig,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalDirAllocator#test0,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractGetFileStatus#testListStatusFiltering,False,0,null,null,null,null,null,null
org.apache.hadoop.security.alias.TestCredentialProviderFactory#testLocalBCFKSProvider,False,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestVLong#testVLongRandom,True,1,000000,False,(org.junit.internal.runners.model.MultipleFailureException),False,no_exception,True
org.apache.hadoop.fs.TestFileSystemCanonicalization#testAuthorityFromDefaultFS,True,0,null,null,null,null,null,null
org.apache.hadoop.io.TestGenericWritable#testWritable,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestDecayRpcScheduler#testUsingWeightedTimeCostProviderNoRequests,True,0,null,null,null,null,null,null
org.apache.hadoop.ha.TestFailoverController#testFailoverFromActiveToActive,True,0,null,null,null,null,null,null
org.apache.hadoop.io.TestSequenceFileAppend#testAppendNoneCompression,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemWithAuthorityLocalFileSystem#testRenameAcrossMounts4,False,0,null,null,null,null,null,null
org.apache.hadoop.crypto.key.TestKeyProvider#testOptions,True,2,000000,False,(java.lang.AssertionError),False,no_exception,True
org.apache.hadoop.crypto.key.TestKeyProvider#testOptions,True,2,000001,False,(java.lang.AssertionError),False,no_exception,True
org.apache.hadoop.fs.viewfs.TestViewFileSystemLocalFileSystem#testgetFSonDanglingLink,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractAppend#testAppendMissingTarget,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestSymlinkLocalFSFileContext#testCreateFileViaSymlink,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestHarFileSystemBasics#testPositiveInitWithoutUnderlyingFS,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFSMainOperationsLocalFileSystem#testGlobStatusWithNoMatchesInPath,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestGroupsCaching#testCacheEntriesExpire,True,1,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.TestSymlinkLocalFSFileSystem#testStatLinkToFile,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestSymlinkLocalFSFileContext#testLinkStatusAndTargetWithNonLink,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestGroupsCaching#testOnlyOneRequestWhenNoEntryIsCached,True,2,000000,True,no_exception,False,(java.lang.IllegalArgumentException),True
org.apache.hadoop.security.TestGroupsCaching#testOnlyOneRequestWhenNoEntryIsCached,True,2,000001,True,no_exception,False,(java.lang.IllegalArgumentException),True
org.apache.hadoop.ipc.TestMiniRPCBenchmark#testSimple,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFsLocalFs#testInternalMkdirExisting2,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemLocalFileSystem#testGetContentSummaryWithFileInLocalFS,False,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsStreams#testNoEntry,False,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsJClassComparatorByteArrays#testFailureCompressionNotWorking,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testGlobStatusFilterWithMultiplePathMatchesAndNonTrivialFilter,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestRPC#testWrappedStopProxy,False,0,null,null,null,null,null,null
org.apache.hadoop.io.TestSequenceFileAppend#testAppend,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractGetFileStatus#testListStatusFile,False,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileJClassComparatorByteArrays#testOneBlock,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testGlobStatusFilterWithMultipleWildCardMatchesAndTrivialFilter,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestIPC#testMaxConnections,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemLocalFileSystem#testResolvePathThroughMountPoints,False,0,null,null,null,null,null,null
org.apache.hadoop.security.authorize.TestProxyServers#testProxyServer,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestIPC#testNoRetryOnInvalidToken,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestLdapGroupsMappingWithOneQuery#testGetGroups,False,0,null,null,null,null,null,null
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testClassCastException,True,5,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testClassCastException,True,5,000002,True,no_exception,True,no_exception,False
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testClassCastException,True,5,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testClassCastException,True,5,000003,True,no_exception,False,(java.lang.IllegalArgumentException),True
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testClassCastException,True,5,000004,True,no_exception,True,no_exception,False
org.apache.hadoop.ipc.TestRpcServerHandoff#testDeferredException,True,0,null,null,null,null,null,null
org.apache.hadoop.ha.TestFailoverController#testFailureToFenceOnFailbackFailsTheFailback,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractOpen#testOpenFileFailExceptionally,False,0,null,null,null,null,null,null
